# File Name                                Expansion   Class Type   Class Name            Card Name                     Card #   Printflag
rv-bulk-interactions.png,                  core,       apex,        aster,                bulk interactions,            s-092,   1
rv-resplendent-ardorok-back.png,           xulc,       prime,       fountain-caller,      resplendent ardorok,          a-016,   1
rv-subdued-acrimony.png,                   xulc,       prime,       fountain-caller,      subdued acrimony,             s-268,   1
rv-sunlit-basking.png,                     xulc,       prime,       fountain-caller,      sunlit basking,               s-267,   1
rv-surging-tides.png,                      xulc,       prime,       fountain-caller,      surging tides,                s-272,   1
rv-acid-metabolism.png,                    xulc,       other,       infected,             acid metabolism,              s-403,   1
rv-bile-spray.png,                         xulc,       other,       infected,             bile spray,                   s-419,   1
rv-braided-tentacles.png,                  xulc,       other,       infected,             braided tentacles,            s-404,   1
rv-catapult-bud.png,                       xulc,       other,       infected,             catapult bud,                 s-402,   1
rv-detachable-stingers.png,                xulc,       other,       infected,             detachable stingers,          s-412,   1
rv-efficient-biology.png,                  xulc,       other,       infected,             efficient biology,            s-416,   1
rv-fluid-siphoner.png,                     xulc,       other,       infected,             fluid siphoner,               s-411,   1
rv-human-anamnesis.png,                    xulc,       other,       infected,             human anamnesis,              s-414,   1
rv-instinctual-motion.png,                 xulc,       other,       infected,             instinctual motion,           s-418,   1
rv-keb-rasska-anamnesis.png,               xulc,       other,       infected,             keb rasska anamnesis,         s-420,   1
rv-leeching-spines.png,                    xulc,       other,       infected,             leeching spines,              s-409,   1
rv-limb-elongation.png,                    xulc,       other,       infected,             limb elongation,              s-417,   1
rv-malignant-growth.png,                   xulc,       other,       infected,             malignant growth,             s-405,   1
rv-organ-redundancy.png,                   xulc,       other,       infected,             organ redundancy,             s-422,   1
rv-quill-burst.png,                        xulc,       other,       infected,             quill burst,                  s-413,   1
rv-shifting-scales.png,                    xulc,       other,       infected,             shifting scales,              s-415,   1
rv-specialized-offspring.png,              xulc,       other,       infected,             specialized offspring,        s-410,   1
rv-spur-launch.png,                        xulc,       other,       infected,             spur launch,                  s-421,   1
rv-squirming-sheddings.png,                xulc,       other,       infected,             squirming sheddings,          s-408,   1
rv-tentacle-snatch.png,                    xulc,       other,       infected,             tentacle snatch,              s-407,   1
rv-thornclad-vines.png,                    xulc,       other,       infected,             thornclad vines,              s-424,   1
rv-tihfur-anamnesis.png,                   xulc,       other,       infected,             tihfur anamnesis,             s-406,   1
rv-tissue-regeneration.png,                xulc,       other,       infected,             tissue regeneration,          s-401,   1
rv-tough-molting.png,                      xulc,       other,       infected,             tough molting,                s-423,   1
rv-twisting-nettle.png,                    xulc,       other,       infected,             twisting nettle,              s-425,   1
rv-zusag-anamnesis.png,                    xulc,       other,       infected,             zusag anamnesis,              s-426,   1
rv-before-you-speak.png,                   xulc,       apex,        kataphatist,          before you speak,             s-368,   1
rv-cheat-sheet.png,                        xulc,       apex,        kataphatist,          cheat sheet,                  s-366,   1
rv-compulsory-debate.png,                  xulc,       apex,        kataphatist,          compulsory debate,            s-369,   1
rv-divine-incomprehensibility-back.png,    xulc,       apex,        kataphatist,          divine incomprehensibility,   a-023,   1
rv-divine-incomprehensibility-front.png,   xulc,       apex,        kataphatist,          divine incomprehensibility,   a-023,   1
rv-dominant-balance.png,                   xulc,       apex,        kataphatist,          dominant balance,             s-359,   1
rv-ego-dissolution.png,                    xulc,       apex,        kataphatist,          ego dissolution,              s-361,   1
rv-empirical-paradox.png,                  xulc,       apex,        kataphatist,          empirical paradox,            s-364,   1
rv-memetic-hazard.png,                     xulc,       apex,        kataphatist,          memetic hazard,               s-367,   1
rv-numinous-synchronicity-back.png,        xulc,       apex,        kataphatist,          numinous synchronicity,       a-022,   1
rv-numinous-synchronicity-front.png,       xulc,       apex,        kataphatist,          numinous synchronicity,       a-022,   1
rv-pointed-interjection.png,               xulc,       apex,        kataphatist,          pointed interjection,         s-360,   1
rv-rejected-reality.png,                   xulc,       apex,        kataphatist,          rejected reality,             s-370,   1
rv-stolen-momentum.png,                    xulc,       apex,        kataphatist,          stolen momentum,              s-362,   1
rv-uncovered-clue.png,                     xulc,       apex,        kataphatist,          uncovered clue,               s-363,   1
rv-vox-dei.png,                            xulc,       apex,        kataphatist,          vox dei,                      s-372,   1
rv-welkin-ring.png,                        xulc,       apex,        kataphatist,          welkin ring,                  s-371,   1
rv-whispered-thoughts.png,                 xulc,       apex,        kataphatist,          whispered thoughts,           s-365,   1
rv-biting-cold.png,                        xulc,       prime,       keening-bolt,         biting cold,                  s-321,   1
rv-blood-rite.png,                         xulc,       prime,       keening-bolt,         blood rite,                   s-322,   1
rv-cold-comfort.png,                       xulc,       prime,       keening-bolt,         cold comfort,                 s-317,   1
rv-creeping-chill.png,                     xulc,       prime,       keening-bolt,         creeping chill,               s-318,   1
rv-fog-obscuring.png,                      xulc,       prime,       keening-bolt,         fog obscuring,                s-324,   1
rv-frozen-thresher.png,                    xulc,       prime,       keening-bolt,         frozen thresher,              s-326,   1
rv-gelid-embrace.png,                      xulc,       prime,       keening-bolt,         gelid embrace,                s-329,   1
rv-glacier-shot.png,                       xulc,       prime,       keening-bolt,         glacier shot,                 s-325,   1
rv-icicle-barrage.png,                     xulc,       prime,       keening-bolt,         icicle barrage,               s-330,   1
rv-limb-puncture.png,                      xulc,       prime,       keening-bolt,         limb puncture,                s-319,   1
rv-mist-stalker.png,                       xulc,       prime,       keening-bolt,         mist stalker,                 s-323,   1
rv-refreshing-frost.png,                   xulc,       prime,       keening-bolt,         refreshing frost,             s-320,   1
rv-stolen-warmth.png,                      xulc,       prime,       keening-bolt,         stolen warmth,                s-327,   1
rv-unrelenting-fatigue.png,                xulc,       prime,       keening-bolt,         unrelenting fatigue,          s-328,   1
rv-calm-skies.png,                         xulc,       prime,       mistral,              calm skies,                   s-294,   1
rv-charged-air.png,                        xulc,       prime,       mistral,              charged air,                  s-293,   1
rv-cloud-burst.png,                        xulc,       prime,       mistral,              cloud burst,                  s-291,   1
rv-controlled-gusts.png,                   xulc,       prime,       mistral,              controlled gusts,             s-300,   1
rv-lightning-strike.png,                   xulc,       prime,       mistral,              lightning strike,             s-302,   1
rv-pressure-shift.png,                     xulc,       prime,       mistral,              pressure shift,               s-295,   1
rv-rolling-thunderstorm.png,               xulc,       prime,       mistral,              rolling thunderstorm,         s-292,   1
rv-sky-soaring.png,                        xulc,       prime,       mistral,              sky soaring,                  s-297,   1
rv-tempering-updraft.png,                  xulc,       prime,       mistral,              tempering updraft,            s-289,   1
rv-violent-hurricane.png,                  xulc,       prime,       mistral,              violent hurricane,            s-290,   1
rv-weather-control.png,                    xulc,       prime,       mistral,              weather control,              s-299,   1
rv-wind-break.png,                         xulc,       prime,       mistral,              wind break,                   s-301,   1
rv-wind-shear.png,                         xulc,       prime,       mistral,              wind shear,                   s-298,   1
rv-wind-wall.png,                          xulc,       prime,       mistral,              wind wall,                    s-296,   1
rv-chain-lightning.png,                    xulc,       apex,        tempest,              chain lightning,              s-312,   1
rv-cyclonic-separation.png,                xulc,       apex,        tempest,              cyclonic separation,          s-310,   1
rv-electrical-stimulation.png,             xulc,       apex,        tempest,              electrical stimulation,       s-316,   1
rv-electric-displacement.png,              xulc,       apex,        tempest,              electric displacement,        s-307,   1
rv-electric-flow.png,                      xulc,       apex,        tempest,              electric flow,                s-311,   1
rv-electro-dynamism.png,                   xulc,       apex,        tempest,              electro dynamism,             s-315,   1
rv-funneling-winds.png,                    xulc,       apex,        tempest,              funneling winds,              s-303,   1
rv-least-resistance.png,                   xulc,       apex,        tempest,              least resistance,             s-309,   1
rv-sky-splitter.png,                       xulc,       apex,        tempest,              sky splitter,                 s-306,   1
rv-sonic-boom.png,                         xulc,       apex,        tempest,              sonic boom,                   s-314,   1
rv-static-charge.png,                      xulc,       apex,        tempest,              static charge,                s-305,   1
rv-unstable-conduit.png,                   xulc,       apex,        tempest,              unstable conduit,             s-308,   1
rv-weather-diversion.png,                  xulc,       apex,        tempest,              weather diversion,            s-313,   1
rv-wind-tunnel.png,                        xulc,       apex,        tempest,              wind tunnel,                  s-304,   1
rv-accumulated-frost.png,                  xulc,       apex,        vesper-sharpshot,     accumulated frost,            s-339,   1
rv-apex-hunter.png,                        xulc,       apex,        vesper-sharpshot,     apex hunter,                  s-334,   1
rv-avalanche-bolt.png,                     xulc,       apex,        vesper-sharpshot,     avalanche bolt,               s-342,   1
rv-battle-chant.png,                       xulc,       apex,        vesper-sharpshot,     battle chant,                 s-336,   1
rv-cloud-song.png,                         xulc,       apex,        vesper-sharpshot,     cloud song,                   s-343,   1
rv-enveloping-flurry.png,                  xulc,       apex,        vesper-sharpshot,     enveloping flurry,            s-341,   1
rv-ground-blizzard.png,                    xulc,       apex,        vesper-sharpshot,     ground blizzard,              s-333,   1
rv-hundred-paces.png,                      xulc,       apex,        vesper-sharpshot,     hundred paces,                s-331,   1
rv-nightfall-arrow.png,                    xulc,       apex,        vesper-sharpshot,     nightfall arrow,              s-335,   1
rv-peak-form.png,                          xulc,       apex,        vesper-sharpshot,     peak form,                    s-340,   1
rv-quickshot-draw.png,                     xulc,       apex,        vesper-sharpshot,     quickshot draw,               s-337,   1
rv-relentless-hailstorm.png,               xulc,       apex,        vesper-sharpshot,     relentless hailstorm,         s-332,   1
rv-shrieking-hail.png,                     xulc,       apex,        vesper-sharpshot,     shrieking hail,               s-344,   1
rv-snapfrozen-hide.png,                    xulc,       apex,        vesper-sharpshot,     snapfrozen hide,              s-338,   1
rv-ewer-of-courage.png,                    xulc,       apex,        wellspring-ewer,      ewer of courage,              s-288,   1
rv-ewer-of-power.png,                      xulc,       apex,        wellspring-ewer,      ewer of power,                s-287,   1
rv-flock-together.png,                     xulc,       apex,        wellspring-ewer,      flock together,               s-275,   1
rv-friends-of-a-feather.png,               xulc,       apex,        wellspring-ewer,      friends of a feather,         s-278,   1
rv-frost-line.png,                         xulc,       apex,        wellspring-ewer,      frost line,                   s-277,   1
rv-fruits-of-the-earth.png,                xulc,       apex,        wellspring-ewer,      fruits of the earth,          s-282,   1
rv-miracles-of-the-sky.png,                xulc,       apex,        wellspring-ewer,      miracles of the sky,          s-281,   1
rv-radiant-ardorok-back.png,               xulc,       apex,        wellspring-ewer,      radiant ardorok,              a-018,   1
rv-radiant-ardorok-front.png,              xulc,       apex,        wellspring-ewer,      radiant ardorok,              a-018,   1
rv-raging-whirlpool.png,                   xulc,       apex,        wellspring-ewer,      raging whirlpool,             s-276,   1
rv-rushing-hail.png,                       xulc,       apex,        wellspring-ewer,      rushing hail,                 s-284,   1
rv-silver-storm.png,                       xulc,       apex,        wellspring-ewer,      silver storm,                 s-286,   1
rv-sing-along.png,                         xulc,       apex,        wellspring-ewer,      sing along,                   s-280,   1
rv-slipstream-flurry.png,                  xulc,       apex,        wellspring-ewer,      slipstream flurry,            s-285,   1
rv-sound-off.png,                          xulc,       apex,        wellspring-ewer,      sound off,                    s-279,   1
rv-sunburst-zokolati-back.png,             xulc,       apex,        wellspring-ewer,      sunburst zokolati,            a-019,   1
rv-sunburst-zokolati-front.png,            xulc,       apex,        wellspring-ewer,      sunburst zokolati,            a-019,   1
rv-team-huddle.png,                        xulc,       apex,        wellspring-ewer,      team huddle,                  s-283,   1
rv-acquire-develop.png,                    xulc,       apex,        zero-sum,             acquire--develop,             s-395,   1
rv-adjudication-termination.png,           xulc,       apex,        zero-sum,             adjudication--termination,    s-400,   1
rv-cache-store.png,                        xulc,       apex,        zero-sum,             cache--store,                 s-396,   1
rv-catch-release.png,                      xulc,       apex,        zero-sum,             catch | release,              s-388,   1
rv-litigate-bankrupt.png,                  xulc,       apex,        zero-sum,             litigate--bankrupt,           s-398,   1
rv-overwhelm-overpower.png,                xulc,       apex,        zero-sum,             overwhelm--overpower,         s-390,   1
rv-payoff-matrix.png,                      xulc,       apex,        zero-sum,             payoff matrix,                s-387,   1
rv-rationalize-marginalize.png,            xulc,       apex,        zero-sum,             rationalize | marginalize,    s-397,   1
rv-salt-scorch.png,                        xulc,       apex,        zero-sum,             salt--scorch,                 s-399,   1
rv-supply-chain.png,                       xulc,       apex,        zero-sum,             supply chain,                 s-389,   1
rv-they-bring-famine.png,                  xulc,       apex,        zero-sum,             they bring famine,            s-393,   1
rv-they-bring-flame.png,                   xulc,       apex,        zero-sum,             they bring flame,             s-394,   1
rv-they-bring-strife.png,                  xulc,       apex,        zero-sum,             they bring strife,            s-392,   1
rv-they-bring-succor.png,                  xulc,       apex,        zero-sum,             they bring succor,            s-391,   1
