# File Name                                                 Expansion   Class Type   Class Name     Card Name                                      Card #   Printflag
rv-desktop-river-market.png,                                game,       pictures,    desktop,       desktop river market,                          x-###,   1
rv-fountain-caller-standee-front.png,                       xulc,       standees,    classes,       fountain caller standee,                       x-###,   1
rv-fountain-caller-standee-back.png,                        xulc,       standees,    classes,       fountain caller standee,                       x-###,   1
rv-kataphatist-standee-front.png,                           xulc,       standees,    classes,       kataphatist standee,                           x-###,   1
rv-kataphatist-standee-back.png,                            xulc,       standees,    classes,       kataphatist standee,                           x-###,   1
rv-keening-bolt-standee-front.png,                          xulc,       standees,    classes,       keening bolt standee,                          x-###,   1
rv-keening-bolt-standee-back.png,                           xulc,       standees,    classes,       keening bolt standee,                          x-###,   1
rv-mistral-standee-front.png,                               xulc,       standees,    classes,       mistral standee,                               x-###,   1
rv-mistral-standee-back.png,                                xulc,       standees,    classes,       mistral standee,                               x-###,   1
rv-tempest-standee-front.png,                               xulc,       standees,    classes,       tempest standee,                               x-###,   1
rv-tempest-standee-back.png,                                xulc,       standees,    classes,       tempest standee,                               x-###,   1
rv-vesper-sharpshot-standee-front.png,                      xulc,       standees,    classes,       vesper sharpshot standee,                      x-###,   1
rv-vesper-sharpshot-standee-back.png,                       xulc,       standees,    classes,       vesper sharpshot standee,                      x-###,   1
rv-wellspring-ewer-standee-front.png,                       xulc,       standees,    classes,       wellspring ewer standee,                       x-###,   1
rv-wellspring-ewer-standee-back.png,                        xulc,       standees,    classes,       wellspring ewer standee,                       x-###,   1
rv-zero-sum-keb-standee-front.png,                          xulc,       standees,    classes,       zero sum keb standee,                          x-###,   1
rv-zero-sum-keb-standee-back.png,                           xulc,       standees,    classes,       zero sum keb standee,                          x-###,   1
rv-zero-sum-rasska-standee-front.png,                       xulc,       standees,    classes,       zero sum rasska standee,                       x-###,   1
rv-zero-sum-rasska-standee-back.png,                        xulc,       standees,    classes,       zero sum rasska standee,                       x-###,   1
rv-canyon-temper-ravenous-drako-standee-front.png,          core,       standees,    summons,       canyon temper ravenous drako standee,          x-###,   1
rv-canyon-temper-ravenous-drako-standee-back.png,           core,       standees,    summons,       canyon temper ravenous drako standee,          x-###,   1
rv-dune-dancer-curious-ardorok-standee-front.png,           core,       standees,    summons,       dune dancer curious ardorok standee,           x-###,   1
rv-dune-dancer-curious-ardorok-standee-back.png,            core,       standees,    summons,       dune dancer curious ardorok standee,           x-###,   1
rv-dune-dancer-pouncing-borejaw-standee-front.png,          core,       standees,    summons,       dune dancer pouncing borejaw standee,          x-###,   1
rv-dune-dancer-pouncing-borejaw-standee-back.png,           core,       standees,    summons,       dune dancer pouncing borejaw standee,          x-###,   1
rv-ridge-striker-adamant-ardorok-standee-front.png,         core,       standees,    summons,       ridge striker adamant ardorok standee,         x-###,   1
rv-ridge-striker-adamant-ardorok-standee-back.png,          core,       standees,    summons,       ridge striker adamant ardorok standee,         x-###,   1
rv-fountain-caller-growing-typhon-standee-front.png,        xulc,       standees,    summons,       fountain caller growing typhon standee,        x-###,   1
rv-fountain-caller-growing-typhon-standee-back.png,         xulc,       standees,    summons,       fountain caller growing typhon standee,        x-###,   1
rv-fountain-caller-resplendant-ardorok-standee-front.png,   xulc,       standees,    summons,       fountain caller resplendant ardorok standee,   x-###,   1
rv-fountain-caller-resplendant-ardorok-standee-back.png,    xulc,       standees,    summons,       fountain caller resplendant ardorok standee,   x-###,   1
rv-wellspring-ewer-radiant-ardorok-standee-front.png,       xulc,       standees,    summons,       wellspring ewer radiant ardorok standee,       x-###,   1
rv-wellspring-ewer-radiant-ardorok-standee-back.png,        xulc,       standees,    summons,       wellspring ewer radiant ardorok standee,       x-###,   1
rv-wellspring-ewer-sunburst-zokolati-standee-front.png,     xulc,       standees,    summons,       wellspring ewer sunburst zokolati standee,     x-###,   1
rv-wellspring-ewer-sunburst-zokolati-standee-back.png,      xulc,       standees,    summons,       wellspring ewer sunburst zokolati standee,     x-###,   1
rv-aster-aura.png,                                          core,       tokens,      classes,       aster aura,                                    x-###,   1
rv-aster-miasma.png,                                        core,       tokens,      classes,       aster miasma,                                  x-###,   1
rv-canyon-temper-aura.png,                                  core,       tokens,      classes,       canyon temper aura,                            x-###,   1
rv-canyon-temper-miasma.png,                                core,       tokens,      classes,       canyon temper miasma,                          x-###,   1
rv-conceptualist-aura.png,                                  core,       tokens,      classes,       conceptualist aura,                            x-###,   1
rv-conceptualist-luminescent-quartic-back.png,              core,       tokens,      classes,       conceptualist luminescent quartic,             x-###,   1
rv-conceptualist-luminescent-quartic-front.png,             core,       tokens,      classes,       conceptualist luminescent quartic,             x-###,   1
rv-conceptualist-radiant-spinaerios-back.png,               core,       tokens,      classes,       conceptualist radiant spinaerios,              x-###,   1
rv-conceptualist-radiant-spinaerios-front.png,              core,       tokens,      classes,       conceptualist radiant spinaerios,              x-###,   1
rv-dune-dancer-aura.png,                                    core,       tokens,      classes,       dune dancer aura,                              x-###,   1
rv-dune-dancer-miasma.png,                                  core,       tokens,      classes,       dune dancer miasma,                            x-###,   1
rv-flash-aura.png,                                          core,       tokens,      classes,       flash aura,                                    x-###,   1
rv-flash-miasma.png,                                        core,       tokens,      classes,       flash miasma,                                  x-###,   1
rv-flash-trap.png,                                          core,       tokens,      classes,       flash trap,                                    x-###,   1
rv-helion-aura.png,                                         core,       tokens,      classes,       helion aura,                                   x-###,   1
rv-helion-miasma.png,                                       core,       tokens,      classes,       helion miasma,                                 x-###,   1
rv-helion-raging-inferno.png,                               core,       tokens,      classes,       helion raging inferno,                         x-###,   1
rv-invisible-hand-miasma.png,                               core,       tokens,      classes,       invisible hand miasma,                         x-###,   1
rv-maximist-alluring-thureoll-back.png,                     core,       tokens,      classes,       maximist alluring thureoll,                    x-###,   1
rv-maximist-alluring-thureoll-front.png,                    core,       tokens,      classes,       maximist alluring thureoll,                    x-###,   1
rv-maximist-aura.png,                                       core,       tokens,      classes,       maximist aura,                                 x-###,   1
rv-maximist-luminescent-quartic-back.png,                   core,       tokens,      classes,       maximist luminescent quartic,                  x-###,   1
rv-maximist-luminescent-quartic-front.png,                  core,       tokens,      classes,       maximist luminescent quartic,                  x-###,   1
rv-nocturne-hoarfrost-aura.png,                             core,       tokens,      classes,       nocturne hoarfrost aura,                       x-###,   1
rv-nocturne-hoarfrost-blood.png,                            core,       tokens,      classes,       nocturne hoarfrost blood,                      x-###,   1
rv-nocturne-hoarfrost-miasma.png,                           core,       tokens,      classes,       nocturne hoarfrost miasma,                     x-###,   1
rv-ridge-striker-aura.png,                                  core,       tokens,      classes,       ridge striker aura,                            x-###,   1
rv-ridge-striker-miasma.png,                                core,       tokens,      classes,       ridge striker miasma,                          x-###,   1
rv-shadow-piercer-aura.png,                                 core,       tokens,      classes,       shadow piercer aura,                           x-###,   1
rv-shadow-piercer-miasma.png,                               core,       tokens,      classes,       shadow piercer miasma,                         x-###,   1
rv-sophist-alluring-armoroll-back.png,                      core,       tokens,      classes,       sophist alluring armoroll,                     x-###,   1
rv-sophist-alluring-armoroll-front.png,                     core,       tokens,      classes,       sophist alluring armoroll,                     x-###,   1
rv-sophist-aura.png,                                        core,       tokens,      classes,       sophist aura,                                  x-###,   1
rv-sophist-luminescent-hyperbola-back.png,                  core,       tokens,      classes,       sophist luminescent hyperbola,                 x-###,   1
rv-sophist-luminescent-hyperbola-front.png,                 core,       tokens,      classes,       sophist luminescent hyperbola,                 x-###,   1
rv-sophist-radiant-aerios-back.png,                         core,       tokens,      classes,       sophist radiant aerios,                        x-###,   1
rv-sophist-radiant-aerios-front.png,                        core,       tokens,      classes,       sophist radiant aerios,                        x-###,   1
rv-toll-bearer-fortify.png,                                 core,       tokens,      classes,       toll bearer fortify,                           x-###,   1
rv-toll-bearer-miasma.png,                                  core,       tokens,      classes,       toll bearer miasma,                            x-###,   1
rv-true-scale-miasma.png,                                   core,       tokens,      classes,       true scale miasma,                             x-###,   1
rv-umbral-howl-aura.png,                                    core,       tokens,      classes,       umbral howl aura,                              x-###,   1
rv-umbral-howl-blood-lust-back.png,                         core,       tokens,      classes,       umbral howl blood lust,                        x-###,   1
rv-umbral-howl-blood-lust-front.png,                        core,       tokens,      classes,       umbral howl blood lust,                        x-###,   1
rv-umbral-howl-miasma.png,                                  core,       tokens,      classes,       umbral howl miasma,                            x-###,   1
rv-essentialist-aura.png,                                   xulc,       tokens,      classes,       essentialist aura,                             x-###,   1
rv-essentialist-flip-back.png,                              xulc,       tokens,      classes,       essentialist flip,                             x-###,   1
rv-essentialist-flip-front.png,                             xulc,       tokens,      classes,       essentialist flip,                             x-###,   1
rv-essentialist-luminescent-hyperbola-back.png,             xulc,       tokens,      classes,       essentialist luminescent hyperbola,            x-###,   1
rv-essentialist-luminescent-hyperbola-front.png,            xulc,       tokens,      classes,       essentialist luminescent hyperbola,            x-###,   1
rv-essentialist-prestidigitation-back.png,                  xulc,       tokens,      classes,       essentialist prestidigitation,                 x-###,   1
rv-essentialist-prestidigitation-front.png,                 xulc,       tokens,      classes,       essentialist prestidigitation,                 x-###,   1
rv-fierce-ransomer-miasma.png,                              xulc,       tokens,      classes,       fierce ransomer miasma,                        x-###,   1
rv-fountain-caller-aura.png,                                xulc,       tokens,      classes,       fountain caller aura,                          x-###,   1
rv-fountain-caller-miasma.png,                              xulc,       tokens,      classes,       fountain caller miasma,                        x-###,   1
rv-kataphatist-aura.png,                                    xulc,       tokens,      classes,       kataphatist aura,                              x-###,   1
rv-kataphatist-devine-incomprehensibility-back.png,         xulc,       tokens,      classes,       kataphatist devine incomprehensibility,        x-###,   1
rv-kataphatist-devine-incomprehensibility-front.png,        xulc,       tokens,      classes,       kataphatist devine incomprehensibility,        x-###,   1
rv-kataphatist-flip-back.png,                               xulc,       tokens,      classes,       kataphatist flip,                              x-###,   1
rv-kataphatist-flip-front.png,                              xulc,       tokens,      classes,       kataphatist flip,                              x-###,   1
rv-kataphatist-luminescent-hyperbola-back.png,              xulc,       tokens,      classes,       kataphatist luminescent hyperbola,             x-###,   1
rv-kataphatist-luminescent-hyperbola-front.png,             xulc,       tokens,      classes,       kataphatist luminescent hyperbola,             x-###,   1
rv-kataphatist-numinous-synchronicity-back.png,             xulc,       tokens,      classes,       kataphatist numinous synchronicity,            x-###,   1
rv-kataphatist-numinous-synchronicity-front.png,            xulc,       tokens,      classes,       kataphatist numinous synchronicity,            x-###,   1
rv-keening-bolt-aura.png,                                   xulc,       tokens,      classes,       keening bolt aura,                             x-###,   1
rv-keening-bolt-frozen-soul.png,                            xulc,       tokens,      classes,       keening bolt frozen soul,                      x-###,   1
rv-keening-bolt-miasma.png,                                 xulc,       tokens,      classes,       keening bolt miasma,                           x-###,   1
rv-mistral-aura.png,                                        xulc,       tokens,      classes,       mistral aura,                                  x-###,   1
rv-mistral-miasma.png,                                      xulc,       tokens,      classes,       mistral miasma,                                x-###,   1
rv-mistral-trap.png,                                        xulc,       tokens,      classes,       mistral trap,                                  x-###,   1
rv-tempest-aura.png,                                        xulc,       tokens,      classes,       tempest aura,                                  x-###,   1
rv-tempest-miasma.png,                                      xulc,       tokens,      classes,       tempest miasma,                                x-###,   1
rv-tempest-trap.png,                                        xulc,       tokens,      classes,       tempest trap,                                  x-###,   1
rv-vesper-sharpshot-aura.png,                               xulc,       tokens,      classes,       vesper sharpshot aura,                         x-###,   1
rv-vesper-sharpshot-frozen-soul.png,                        xulc,       tokens,      classes,       vesper sharpshot frozen soul,                  x-###,   1
rv-vesper-sharpshot-miasma.png,                             xulc,       tokens,      classes,       vesper sharpshot miasma,                       x-###,   1
rv-wellspring-ewer-aura.png,                                xulc,       tokens,      classes,       wellspring ewer aura,                          x-###,   1
rv-wellspring-ewer-miasma.png,                              xulc,       tokens,      classes,       wellspring ewer miasma,                        x-###,   1
rv-zero-sum-miasma.png,                                     xulc,       tokens,      classes,       zero sum miasma,                               x-###,   1
rv-aura.png,                                                game,       tokens,      ether-tiles,   aura,                                          x-###,   1
rv-everbloom.png,                                           game,       tokens,      ether-tiles,   everbloom,                                     x-###,   1
rv-miasma.png,                                              game,       tokens,      ether-tiles,   miasma,                                        x-###,   1
rv-snapfrost.png,                                           game,       tokens,      ether-tiles,   snapfrost,                                     x-###,   1
rv-wildfire.png,                                            game,       tokens,      ether-tiles,   wildfire,                                      x-###,   1
rv-windscreen.png,                                          game,       tokens,      ether-tiles,   windscreen,                                    x-###,   1
rv-10-damage.png,                                           game,       tokens,      other-tiles,   10 damage,                                     x-###,   1
rv-1-damage.png,                                            game,       tokens,      other-tiles,   1 damage,                                      x-###,   1
rv-3-damage.png,                                            game,       tokens,      other-tiles,   3 damage,                                      x-###,   1
rv-5-damage.png,                                            game,       tokens,      other-tiles,   5 damage,                                      x-###,   1
rv-adversary-ability.png,                                   game,       tokens,      other-tiles,   adversary ability,                             x-###,   1
rv-defense.png,                                             game,       tokens,      other-tiles,   defense,                                       x-###,   1
rv-hoard.png,                                               game,       tokens,      other-tiles,   hoard,                                         x-###,   1
rv-large-base-adapter.png,                                  game,       tokens,      other-tiles,   large base adapter,                            x-###,   1
rv-monstrous-growth.png,                                    game,       tokens,      other-tiles,   monstrous growth,                              x-###,   1
rv-nektari-hive.png,                                        game,       tokens,      other-tiles,   nektari hive,                                  x-###,   1
rv-reaction.png,                                            game,       tokens,      other-tiles,   reaction,                                      x-###,   1
rv-treasure-chest.png,                                      game,       tokens,      other-tiles,   treasure chest,                                x-###,   1
rv-adversary.png,                                           game,       tokens,      trap-tiles,    adversary,                                     x-###,   1
rv-bursting-bell.png,                                       game,       tokens,      trap-tiles,    bursting bell,                                 x-###,   1
rv-crumbling-column.png,                                    game,       tokens,      trap-tiles,    crumbling column,                              x-###,   1
rv-hatchery.png,                                            game,       tokens,      trap-tiles,    hatchery,                                      x-###,   1
rv-magic.png,                                               game,       tokens,      trap-tiles,    magic,                                         x-###,   1
